,Symbol,Security Name,common name
2072,GSDWU,Global Systems Dynamics ,
2073,GSDWW,Global Systems Dynamics ,
2074,GSHD,Goosehead Insurance ,
2075,GSIT,GSI Technology ,
2076,GSM,Ferroglobe PLC,
2077,GSMG,Glory Star New Media Group Holdings ,
2078,GSMGW,Glory Star New Media Group Holdings ,
2079,GSUN,Golden Sun Education Group ,
2080,GT,The Goodyear Tire & Rubber ,
2081,GTAC,Global Technology Acquisition,
2082,GTACU,Global Technology Acquisition,
2083,GTACW,Global Technology Acquisition,
2084,GTBP,GT Biopharma ,
2085,GTEC,Greenland Technologies Holding ,
2086,GTH,Genetron Holdings ,
2087,GTHX,G1 Therapeutics ,
2088,GTIM,Good Times Restaurants ,
2089,GTLB,GitLab ,
2090,GTR,WisdomTree Target Range Fund,
2091,GTX,Garrett Motion ,
2092,GURE,Gulf Resources ,
2093,GVP,GSE Systems ,
2094,GWAV,Greenwave Technology Solutions ,
2095,GWRS,Global Water Resources ,
2096,GXTG,Global X Thematic Growth ,
2097,GYRO,GyrodyneLLC,
2098,HA,Hawaiian Holdings ,
2099,HAFC,Hanmi Financial ,
2100,HAIA,Healthcare AI Acquisition ,
2101,HAIAU,Healthcare AI Acquisition ,
2102,HAIAW,Healthcare AI Acquisition ,
2103,HAIN,The Hain Celestial Group ,
2104,HALL,Hallmark Financial Services ,
2105,HALO,Halozyme Therapeutics ,
2106,HARP,Harpoon Therapeutics ,
2107,HAS,Hasbro ,
2108,HAYN,Haynes International ,
2109,HBAN,Huntington Bancshares ,
2110,HBANL,Huntington Bancshares ,
2111,HBANM,Huntington Bancshares ,
2112,HBANP,Huntington Bancshares ,
2113,HBCP,Home Ban ,
2114,HBIO,Harvard Bioscience ,
2115,HBNC,Horizon Ban ,
2116,HBT,HBT Financial ,
2117,HCAT,Health Catalyst ,
2118,HCCI,Heritage-Crystal Clean ,
2119,HCDI,Harbor Custom Development ,
2120,HCDIP,Harbor Custom Development ,
2121,HCDIW,Harbor Custom Development ,
2122,HCDIZ,Harbor Custom Development ,
2123,HCKT,The Hackett Group ,
2124,HCM,HUTCHMED (China) ,
2125,HCMA,HCM Acquisition ,
2126,HCMAU,HCM Acquisition ,
2127,HCMAW,HCM Acquisition ,
2128,HCP,Hashi ,
2129,HCSG,Healthcare Services Group ,
2130,HCTI,Healthcare Triangle ,
2131,HCVI,Hennessy Capital Investment,
2132,HCVIU,Hennessy Capital Investment,
2133,HCVIW,Hennessy Capital Investment,
2134,HCWB,HCW Biologics ,
2135,HDSN,Hudson Technologies ,
2136,HEAR,Turtle Beach ,
2137,HEES,H&E Equipment Services ,
2138,HELE,Helen of Troy ,
2139,HEPA,Hepion Pharmaceuticals ,
2140,HEPS,D-Market Electronic Services & Trading,
2141,HERD,Pacer Cash Cows Fund of Funds ,
2142,HERO,Global X Video Games & Esports ,
2143,HEWG,iShares Currency Hedged MSCI Germany ,
2144,HFBL,Home Federal Banof Louisiana,
2145,HFFG,HF Foods Group ,
2146,HFWA,Heritage Financial ,
2147,HGBL,Heritage Global ,
2148,HHGC,HHG Capital ,
2149,HHGCR,HHG Capital ,
2150,HHGCU,HHG Capital ,
2151,HHGCW,HHG Capital ,
2152,HHRS,Hammerhead Energy ,
2153,HHRSW,Hammerhead Energy ,
2154,HHS,Harte-Hanks ,
2155,HIBB,Hibbett ,
2156,HIFS,Hingham Institution for Savings,
2157,HIHO,Highway Holdings ,
2158,HILS,Hillstream BioPharma ,
2159,HIMX,Himax Technologies ,
2160,HISF,First Trust High ome Strategic Focus ,
2161,HITI,High Tide ,
2162,HIVE,HIVE Digital Technologies ,
2163,HKIT,Hitek Global ,
2164,HLAL,Wahed FTSE USA Shariah ,
2165,HLIT,Harmonic ,
2166,HLMN,Hillman Solutions ,
2167,HLNE,Hamilton Lane ,
2168,HLP,Hongli Group ,
2169,HLTH,Cue Health ,
2170,HLVX,HilleVax ,
2171,HMNF,HMN Financial ,
2172,HMST,HomeStreet ,
2173,HNDL,Strategy Shares Nasdaq 7HANDL Index ,
2174,HNNA,Hennessy Advisors ,
2175,HNNAZ,Hennessy Advisors ,
2176,HNRG,Hallador Energy ,
2177,HNST,The Honest,
2178,HNVR,Hanover Ban ,
2179,HOFT,Hooker Furnishings ,
2180,HOFV,Hall of Fame Resort & Entertainment ,
2181,HOFVW,Hall of Fame Resort & Entertainment ,
2182,HOLI,Hollysys Automation Technologies ,
2183,HOLO,MicroCloud Hologram ,
2184,HOLOW,MicroCloud Hologram ,
2185,HOLX,Hologic ,
2186,HON,Honeywell International ,
2187,HONE,HarborOne Ban ,
2188,HOOD,Robinhood Markets ,
2189,HOOK,HOOKIPA Pharma ,
2190,HOPE,Hope Ban ,
2191,HOTH,Hoth Therapeutics ,
2192,HOUR,Hour Loop ,
2193,HOVNP,Hovnanian Enterprises ,
2194,HOWL,Werewolf Therapeutics ,
2195,HPCO,Hempacco,
2196,HPK,HighPeak Energy ,
2197,HPKEW,HighPeak Energy ,
2198,HPLT,Home Plate Acquisition ,
2199,HPLTU,Home Plate Acquisition ,
2200,HPLTW,Home Plate Acquisition ,
2201,HQI,HireQuest ,
2202,HQY,HealthEquity ,
2203,HRMY,Harmony Biosciences Holdings ,
2204,HROW,Harrow Health ,
2205,HROWL,Harrow Health ,
2206,HROWM,Harrow Health ,
2207,HRTX,Heron Therapeutics,
2208,HRYU,Hanryu Holdings ,
2209,HRZN,Horizon Technology Finance ,
2210,HSAI,Hesai Group,
2211,HSCS,Heart Test Laboratories ,
2212,HSCSW,Heart Test Laboratories ,
2213,HSDT,Helius Medical Technologies ,
2214,HSIC,Henry Schein ,
2215,HSII,Heidrick & Struggles International ,
2216,HSON,Hudson Global ,
2217,HSPO,Horizon Space Acquisition I ,
2218,HSPOR,Horizon Space Acquisition I ,
2219,HSPOU,Horizon Space Acquisition I ,
2220,HSPOW,Horizon Space Acquisition I ,
2221,HST,Host Hotels ,
2222,HSTM,HealthStream ,
2223,HSTO,Histogen ,
2224,HTBI,HomeTrust Bancshares ,
2225,HTBK,Heritage Commerce ,
2226,HTCR,Heartcore Enterprises ,
2227,HTHT,H World Group ,
2228,HTIA,Healthcare Trust ,
2229,HTIBP,Healthcare Trust ,
2230,HTLD,Heartland Express ,
2231,HTLF,Heartland Financial USA ,
2232,HTLFP,Heartland Financial USA ,
2233,HTOO,Fusion Fuel Green PLC,
2234,HTOOW,Fusion Fuel Green PLC,
2235,HTZ,Hertz Global Holdings ,
2236,HTZWW,Hertz Global Holdings ,
2237,HUBC,Hub Cyber Security ,
2238,HUBCW,Hub Cyber Security ,
2239,HUBCZ,Hub Cyber Security ,
2240,HUBG,Hub Group ,
2241,HUDA,Hudson Acquisition I ,
2242,HUDAR,Hudson Acquisition I ,
2243,HUDAU,Hudson Acquisition I ,
2244,HUDI,Huadi International Group,
2245,HUGE,FSD Pharma ,
2246,HUIZ,Huize Holding ,
2247,HUMA,Humacyte ,
2248,HUMAW,Humacyte ,
2249,HURC,Hurco Companies ,
2250,HURN,Huron Consulting Group ,
2251,HUT,Hut 8 Mining ,
2252,HWBK,Hawthorn Bancshares ,
2253,HWC,Hancock Whitney ,
2254,HWCPZ,Hancock Whitney ,
2255,HWEL,Healthwell Acquisition,
2256,HWELU,Healthwell Acquisition,
2257,HWELW,Healthwell Acquisition,
2258,HWKN,Hawkins ,
2259,HYDR,Global X Hydrogen ,
2260,HYFM,Hydrofarm Holdings Group ,
2261,HYLS,First Trust Tactical High Yield ,
2262,HYMC,Hycroft Mining Holding ,
2263,HYMCL,Hycroft Mining Holding ,
2264,HYMCW,Hycroft Mining Holding ,
2265,HYPR,Hyperfine,
2266,HYW,Hywin Holdings ,
2267,HYXF,iShares ESG Advanced High Yield orate Bond ,
2268,HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,
2269,HYZN,Hyzon Motors ,
2270,HYZNW,Hyzon Motors ,
2271,HZNP,Horizon Therapeutics Public,
2272,IAC,IAC ,
2273,IART,Integra LifeSciences Holdings ,
2274,IAS,Integral Ad Science Holding ,
2275,IBB,iShares Biotechnology ,
2276,IBBQ,Invesco Nasdaq Biotechnology ,
2277,IBCP,Independent Bank ,
2278,IBEX,IBEX ,
2279,IBKR,Interactive Brokers Group ,
2280,IBOC,International Bancshares ,
2281,IBOT,VanEck Robotics ,
2282,IBRX,ImmunityBio ,
2283,IBTD,iShares iBonds Dec 2023 Term Treasury ,
2284,IBTE,iShares iBonds Dec 2024 Term Treasury ,
2285,IBTF,iShares iBonds Dec 2025 Term Treasury ,
2286,IBTG,iShares iBonds Dec 2026 Term Treasury ,
2287,IBTH,iShares iBonds Dec 2027 Term Treasury ,
2288,IBTI,iShares iBonds Dec 2028 Term Treasury ,
2289,IBTJ,iShares iBonds Dec 2029 Term Treasury ,
2290,IBTK,iShares iBonds Dec 2030 Term Treasury ,
2291,IBTL,iShares iBonds Dec 2031 Term Treasury ,
2292,IBTM,iShares iBonds Dec 2032 Term Treasury ,
2293,IBTO,iShares iBonds Dec 2033 Term Treasury ,
2294,IBTX,Independent Bank Group ,
2295,ICAD,icad ,
2296,ICCC,ImmuCell ,
2297,ICCH,ICC Holdings ,
2298,ICCM,IceCure Medical ,
2299,ICCT,iCoreConnect ,
2300,ICFI,ICF International ,
2301,ICG,Intchains Group ,
2302,ICHR,Ichor Holdings,
2303,ICLK,iClick Interactive Asia Group ,
2304,ICLN,iShares Global Clean Energy ,
2305,ICLR,ICON plc,
2306,ICMB,Invest Credit Management BDC ,
2307,ICOP,iShares Copper and Metals Mining ,
2308,ICPT,Intercept Pharmaceuticals ,
2309,ICU,SeaStar Medical Holding ,
2310,ICUCW,SeaStar Medical Holding ,
2311,ICUI,ICU Medical ,
2312,ICVX,Icosavax ,
2313,IDAI,T Stamp ,
2314,IDCC,InterDigital ,
2315,IDEX,Ideanomics ,
2316,IDN,Intellicheck ,
2317,IDXX,IDEXX Laboratories ,
2318,IDYA,IDEAYA Biosciences ,
2319,IEF,iShares 7-10 Year Treasury Bond ,
2320,IEI,iShares 3-7 Year Treasury Bond ,
2321,IEP,Icahn Enterprises ,
2322,IESC,IES Holdings ,
2323,IEUS,iShares MSCI Europe Small-Cap ,
2324,IFBD,Infobird,
2325,IFGL,iShares International Developed Real Estate ,
2326,IFRX,InflaRx N.V.,
2327,IFV,First Trust Dorsey Wright International Focus 5 ,
2328,IGF,iShares Global Infrastructure ,
2329,IGIB,iShares 5-10 Year Investment Grade orate Bond ,
2330,IGIC,International General Insurance Holdings ,
2331,IGICW,International General Insurance Holdings ,
2332,IGMS,IGM Biosciences ,
2333,IGOV,iShares International Treasury Bond ,
2334,IGSB,iShares 1-5 Year Investment Grade orate Bond ,
2335,IGTA,eption Growth Acquisition ,
2336,IGTAR,eption Growth Acquisition ,
2337,IGTAU,eption Growth Acquisition ,
2338,IGTAW,eption Growth Acquisition ,
2339,IHRT,iHeartMedia ,
2340,IHYF,Invesco High Yield Bond Factor ,
2341,III,Information Services Group ,
2342,IIIV,i3 Verticals ,
2343,IINN,Inspira Technologies Oxy B.H.N. ,
2344,IINNW,Inspira Technologies Oxy B.H.N. ,
2345,IJT,iShares S&P SmallCap 600 Growth ,
2346,IKNA,Ikena Oncology ,
2347,IKT,Inhibikase Therapeutics ,
2348,ILAG,Intelligent Living Application Group ,
2349,ILIT,iShares Lithium Miners and Producers ,
2350,ILMN,Illumina ,
2351,ILPT,Industrial Logistics Properties Trust,
2352,IMAB,I-MAB,
2353,IMACW,IMAC Holdings ,
2354,IMAQ,International Media Acquisition ,
2355,IMAQR,International Media Acquisition ,
2356,IMAQU,International Media Acquisition ,
2357,IMAQW,International Media Acquisition ,
2358,IMCC,IM Cannabis ,
2359,IMCR,Immunocore Holdings plc,
2360,IMCV,iShares Morningstar Mid-Cap Value ,
2361,IMGN,ImmunoGen ,
2362,IMKTA,Ingles Markets ,
2363,IMMP,Immutep ,
2364,IMMR,Immersion ,
2365,IMMX,Immix Biopharma ,
2366,IMNM,Immunome ,
2367,IMNN,Imunon ,
2368,IMOS,ChipMOS TECHNOLOGIES ,
2369,IMPL,Impel Pharmaceuticals ,
2370,IMPP,Imperial Petroleum ,
2371,IMPPP,Imperial Petroleum ,
2372,IMRN,Immuron ,
2373,IMRX,Immuneering ,
2374,IMTE,Integrated Media Technology ,
2375,IMTX,Immatics N.V.,
2376,IMTXW,Immatics N.V.,
2377,IMUX,Immunic,
2378,IMVT,Immunovant,
2379,IMXI,International Money Express ,
2380,INAB,IN8bio ,
2381,INAQ,Insight Acquisition ,
2382,INAQU,Insight Acquisition ,
2383,INAQW,Insight Acquisition ,
2384,INBK,First Internet Ban,
2385,INBKZ,First Internet Ban,
2386,INBS,Intelligent Bio Solutions,
2387,INBX,Inhibrx ,
2388,R,Intercure ,
2389,Y,yte ,
2390,INDB,Independent Bank ,
2391,INDI,indie Semiconductor ,
2392,INDIW,indie Semiconductor ,
2393,INDP,Indaptus Therapeutics ,
2394,INDV,Indivior PLC,
2395,INDY,iShares India 50 ,
2396,INFN,Infinera ,
2397,INFR,ClearBridge Sustainable Infrastructure ,
2398,INGN,Inogen ,
2399,INKT,MiNK Therapeutics ,
2400,INM,InMed Pharmaceuticals ,
2401,INMB,INmune Bio ,
2402,INMD,InMode,
2403,INNV,InnovAge Holding ,
2404,INO,Inovio Pharmaceuticals ,
2405,INOD,Innodata ,
2406,INPX,Inpixon ,
2407,INSE,Inspired Entertainment ,
2408,INSG,Inseego ,
2409,INSM,Insmed ,
2410,INTA,Intapp ,
2411,INTC,Intel ,
2412,INTE,Integral Acquisition,
2413,INTEU,Integral Acquisition,
2414,INTEW,Integral Acquisition,
2415,INTG,The Intergroup ,
2416,INTR,Inter &,
2417,INTS,Intensity Therapeutics ,
2418,INTU,Intuit ,
2419,INTZ,Intrusion ,
2420,INVA,Innoviva ,
2421,INVE,Identiv ,
2422,INVO,INVO BioScience ,
2423,INVZ,Innoviz Technologies ,
2424,INVZW,Innoviz Technologies ,
2425,INZY,Inozyme Pharma ,
2426,IOAC,Innovative International Acquisition ,
2427,IOACU,Innovative International Acquisition ,
2428,IOACW,Innovative International Acquisition ,
2429,IOBT,IO Biotech ,
2430,IONM,Assure Holdings ,
2431,IONR,ioneer ,
2432,IONS,Ionis Pharmaceuticals ,
2433,IOSP,Innospec ,
2434,IOVA,Iovance Biotherapeutics ,
2435,IPA,ImmunoPrecise Antibodies ,
2436,IPAR,Inter Parfums ,
2437,IPDN,Professional Diversity Network ,
2438,IPGP,IPG Photonics ,
2439,IPHA,Innate Pharma S.A.,
2440,IPKW,Invesco International BuyBack Achievers ,
2441,IPSC,Century Therapeutics ,
2442,IPW,iPower ,
2443,IPWR,Ideal Power ,
2444,IPX,IperionX ,
2445,IPXX,Inflection Point Acquisition,
2446,IPXXU,Inflection Point Acquisition,
2447,IPXXW,Inflection Point Acquisition,
2448,IQ,iQIYI ,
2449,IRAA,Iris Acquisition ,
2450,IRAAU,Iris Acquisition ,
2451,IRAAW,Iris Acquisition ,
2452,IRBT,iRobot ,
2453,IRDM,Iridium Communications ,
2454,IREN,Iris Energy ,
2455,IRIX,IRIDEX ,
2456,IRMD,iRadimed ,
2457,IRON,Disc Medicine ,
2458,IROQ,IF Ban ,
2459,IRTC,iRhythm Technologies ,
2460,IRWD,Ironwood Pharmaceuticals ,
2461,ISHG,iShares 1-3 Year International Treasury Bond ,
2462,ISHP,First Trust S-Network E-Commerce ,
2463,ISPC,iSpecimen ,
2464,ISPO,Inspirato ,
2465,ISPOW,Inspirato ,
2466,ISPR,Ispire Technology ,
2467,ISRG,Intuitive Surgical ,
2468,ISRL,Israel Acquisitions ,
2469,ISRLU,Israel Acquisitions ,
2470,ISRLW,Israel Acquisitions ,
2471,ISSC,Innovative Solutions and Support ,
2472,ISTB,iShares Core 1-5 Year USD Bond ,
2473,ISTR,Investar Holding ,
2474,ISUN,iSun ,
2475,ITAQ,Industrial Tech Acquisitions ,
2476,ITAQU,Industrial Tech Acquisitions ,
2477,ITAQW,Industrial Tech Acquisitions ,
2478,ITCI,Intra-Cellular Therapies ,
2479,ITI,Iteris ,
2480,ITIC,Investors Title ,
2481,ITOS,iTeos Therapeutics ,
2482,ITRI,Itron ,
2483,ITRM,Iterum Therapeutics plc,
2484,ITRN,Ituran Location and Control ,
2485,IUS,Invesco RAFI Strategic US ,
2486,IUSB,iShares Core Total USD Bond Market ,
2487,IUSG,iShares Core S&P U.S. Growth ,
2488,IUSV,iShares Core S&P U.S. Value ,
2489,IVA,Inventiva S.A.,
2490,IVAC,Intevac ,
2491,IVCA,Invest India Acquisition ,
2492,IVCAU,Invest India Acquisition ,
2493,IVCAW,Invest India Acquisition ,
2494,IVCB,Invest Europe Acquisition,
2495,IVCBU,Invest Europe Acquisition,
2496,IVCBW,Invest Europe Acquisition,
2497,IVCP,Swiftmerge Acquisition ,
2498,IVCPU,Swiftmerge Acquisition ,
2499,IVCPW,Swiftmerge Acquisition ,
2500,IVDA,Iveda Solutions ,
2501,IVDAW,Iveda Solutions ,
2502,IVEG,iShares Emergent Food and AgTech Multisector ,
2503,IVP,Inspire Veterinary Partners ,
2504,IVVD,Invivyd ,
2505,IWTR,iShares MSCI Water Management Multisector ,
2506,IXAQ,IX Acquisition ,
2507,IXAQU,IX Acquisition ,
2508,IXAQW,IX Acquisition ,
2509,IXHL,annex Healthcare ,
2510,IXUS,iShares Core MSCI Total International Stock ,
2511,IZEA,IZEA Worldwide ,
2512,IZM,ICZOOM Group ,
2513,JACK,Jack In The Box ,
2514,JAGX,Jaguar Health ,
2515,JAKK,JAKKS Pacific ,
2516,JAMF,Jamf Holding ,
2517,JAN,JanOne ,
2518,JANX,Janux Therapeutics ,
2519,JAQC,Jupiter Acquisition ,
2520,JAQCU,Jupiter Acquisition ,
2521,JAQCW,Jupiter Acquisition ,
2522,JAZZ,Jazz Pharmaceuticals plc,
2523,JBHT,J.B. Hunt Transport Services ,
2524,JBLU,JetBlue Airways ,
2525,JBSS,John B. Sanfilippo & Son ,
2526,JCSE,JE Cleantech Holdings ,
2527,JCTCF,Jewett-Cameron Trading ,
2528,JD,JD.com ,
2529,JEPQ,JPMorgan Nasdaq Equity Premium ome ,
2530,JEWL,Adamas One ,
2531,JFBR,Jeffs' Brands ,
2532,JFBRW,Jeffs' Brands ,
2533,JFIN,Jiayin Group ,
2534,JFU,9F ,
2535,JG,Aurora Mobile ,
2536,JGGC,Jaguar Global Growth,
2537,JGGCR,Jaguar Global Growth,
2538,JGGCU,Jaguar Global Growth,
2539,JGGCW,Jaguar Global Growth,
2540,JGLO,JPMorgan Global Select Equity ,
2541,JIVE,JPMorgan International Value ,
2542,JJSF,J & J Snack Foods ,
2543,JKHY,Jack Henry & Associates ,
2544,JMSB,John Marshall Ban ,
2545,JNVR,Janover ,
2546,JOAN,JOANN ,
2547,JOET,Virtus Terranova U.S. Quality Momentum ,
2548,JOUT,Johnson Outdoors ,
2549,JPEF,JPMorgan Equity Focus ,
2550,JRSH,Jerash Holdings (US) ,
2551,JRVR,James River Group Holdings ,
2552,JSM,Navient ,
2553,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ,
2554,JSML,Janus Henderson Small Cap Growth Alpha ,
2555,JSPR,Jasper Therapeutics ,
2556,JSPRW,Jasper Therapeutics ,
2557,JTAI,Jet.AI ,
2558,JTAIW,Jet.AI ,
2559,JTAIZ,Jet.AI ,
2560,JVA,Coffee Holding,
2561,JWEL,Jowell Global ,
2562,JXJT,JX Luxventure ,
2563,JYD,Jayud Global Logistics ,
2564,JYNT,The Joint ,
2565,JZ,Jianzhi Education Technology Group,
2566,JZXN,Jiuzi Holdings ,
2567,KA,Kineta ,
2568,KACL,Kairous Acquisition,
2569,KACLR,Kairous Acquisition,
2570,KACLU,Kairous Acquisition,
2571,KACLW,Kairous Acquisition,
2572,KALA,KALA BIO ,
2573,KALU,Kaiser Aluminum ,
2574,KALV,KalVista Pharmaceuticals ,
2575,KARO,Karooooo ,
2576,KAVL,Kaival Brands Innovations Group ,
2577,KBNT,Kubient ,
2578,KBNTW,Kubient ,
2579,KBWB,Invesco KBW Bank ,
2580,KBWD,Invesco KBW High Dividend Yield Financial ,
2581,KBWP,Invesco KBW Property & Casualty Insurance ,
2582,KBWR,Invesco KBW Regional Banking ,
2583,KBWY,Invesco KBW Premium Yield Equity REIT ,
2584,KC,Kingsoft Cloud Holdings ,
2585,KDP,Keurig Dr Pepper ,
2586,KE,Kimball Electronics ,
2587,KEJI,Global X China Innovation ,
2588,KELYA,Kelly Services ,
2589,KELYB,Kelly Services ,
2590,KEQU,Kewaunee Scientific ,
2591,KERN,Akerna ,
2592,KERNW,Akerna ,
2593,KFFB,Kentucky First Federal Ban,
2594,KFRC,Kforce ,
2595,KHC,The Kraft Heinz ,
2596,KIDS,OrthoPediatrics ,
2597,KINS,Kingstone Companies ,
2598,KIRK,Kirkland's ,
2599,KITT,Nauticus Robotics ,
2600,KITTW,Nauticus Robotics ,
2601,KLAC,KLA,
2602,KLIC,Kulicke and Soffa Industries ,
2603,KLTR,Kaltura ,
2604,KLXE,KLX Energy Services Holdings,
2605,KMDA,Kamada ,
2606,KNDI,Kandi Technologies Group ,
2607,KNSA,Kiniksa Pharmaceuticals ,
2608,KNTE,Kinnate Biopharma ,
2609,KOD,Kodiak Sciences ,
2610,KOPN,Kopin ,
2611,KOSS,Koss ,
2612,KPLT,Katapult Holdings ,
2613,KPLTW,Katapult Holdings ,
2614,KPRX,Kiora Pharmaceuticals,
2615,KPTI,Karyopharm Therapeutics ,
2616,KRKR,36Kr Holdings ,
2617,KRMA,Global X Conscious Companies ,
2618,KRMD,KORU Medical Systems ,
2619,KRNL,Kernel Group Holdings ,
2620,KRNLU,Kernel Group Holdings ,
2621,KRNLW,Kernel Group Holdings ,
2622,KRNT,Kornit Digital ,
2623,KRNY,Kearny Financial,
2624,KRON,Kronos Bio ,
2625,KROP,Global X AgTech & Food Innovation ,
2626,KROS,Keros Therapeutics ,
2627,KRT,Karat Packaging ,
2628,KRTX,Karuna Therapeutics ,
2629,KRUS,Kura Sushi USA ,
2630,KRYS,Krystal Biotech ,
2631,KSCP,Knightscope ,
2632,KTCC,Key Tronic ,
2633,KTOS,Kratos Defense & Security Solutions ,
2634,KTRA,Kintara Therapeutics ,
2635,KTTA,Pasithea Therapeutics ,
2636,KTTAW,Pasithea Therapeutics ,
2637,KURA,Kura Oncology ,
2638,KVAC,Keen Vision Acquisition ,
2639,KVACU,Keen Vision Acquisition ,
2640,KVACW,Keen Vision Acquisition ,
2641,KVHI,KVH Industries ,
2642,KVSA,Khosla Ventures Acquisition ,
2643,KWE,KWESST Micro Systems ,
2644,KWESW,KWESST Micro Systems ,
2645,KXIN,Kaixin Auto Holdings,
2646,KYCH,Keyarch Acquisition ,
2647,KYCHR,Keyarch Acquisition ,
2648,KYCHU,Keyarch Acquisition ,
2649,KYCHW,Keyarch Acquisition ,
2650,KYMR,Kymera Therapeutics ,
2651,KZIA,Kazia Therapeutics ,
2652,KZR,Kezar Life Sciences ,
2653,LAB,Standard BioTools ,
2654,LABP,Landos Biopharma ,
2655,LAES,SEALSQ ,
2656,LAKE,Lakeland Industries ,
2657,LAMR,Lamar Advertising ,
2658,LANC,Lancaster Colony ,
2659,LAND,Gladstone Land ,
2660,LANDM,Gladstone Land ,
2661,LANDO,Gladstone Land ,
2662,LANDP,Gladstone Land ,
2663,LARK,Landmark Ban ,
2664,LASE,Laser Photonics ,
2665,LASR,nLIGHT ,
2666,LATG,LatAmGrowth SPAC,
2667,LATGU,LatAmGrowth SPAC,
2668,LAUR,Laureate Education ,
2669,LAZR,Luminar Technologies,
2670,LAZY,Lazydays Holdings ,
2671,LBAI,Lakeland Ban ,
2672,LBBB,Lakeshore Acquisition ,
2673,LBBBR,Lakeshore Acquisition ,
2674,LBBBU,Lakeshore Acquisition ,
2675,LBBBW,Lakeshore Acquisition ,
2676,LBC,Luther Burbank ,
2677,LBPH,Longboard Pharmaceuticals ,
2678,LBRDA,Liberty Broadband ,
2679,LBRDK,Liberty Broadband ,
2680,LBRDP,Liberty Broadband ,
2681,LBTYA,Liberty Global plc,
2682,LBTYB,Liberty Global plc,
2683,LBTYK,Liberty Global plc,
2684,LCA,Landcadia Holdings IV ,
2685,LCAA,L Catterton Asia Acquisition ,
2686,LCAAU,L Catterton Asia Acquisition ,
2687,LCAAW,L Catterton Asia Acquisition ,
2688,LCAHU,Landcadia Holdings IV ,
2689,LCAHW,Landcadia Holdings IV ,
2690,LCFY,Locafy ,
2691,LCFYW,Locafy ,
2692,LCID,Lucid Group ,
2693,LCNB,LCNB ,
2694,LCUT,Lifetime Brands ,
2695,LDEM,iShares ESG MSCI EM Leaders ,
2696,LDSF,First Trust Low Duration Strategic Focus ,
2697,LDWY,Lendway ,
2698,LE,Lands' End ,
2699,LECO,Loln Electric Holdings ,
2700,LEDS,SemiLEDS ,
2701,LEE,Lee Enterprises ,
2702,LEGH,Legacy Housing ,
2703,LEGN,Legend Biotech ,
2704,LEGR,First Trust Indxx Innovative Transaction & Process ,
2705,LESL,Leslie's ,
2706,LEXX,Lexaria Bioscience ,
2707,LEXXW,Lexaria Bioscience ,
2708,LFAC,LF Capital Acquisition,
2709,LFACU,LF Capital Acquisition,
2710,LFACW,LF Capital Acquisition,
2711,LFCR,Lifecore Biomedical ,
2712,LFLY,Leafly Holdings ,
2713,LFLYW,Leafly Holdings ,
2714,LFMD,LifeMD ,
2715,LFMDP,LifeMD ,
2716,LFST,LifeStance Health Group ,
2717,LFUS,Littelfuse ,
2718,LFVN,Lifevantage ,
2719,LGHL,Lion Group Holding ,
2720,LGHLW,Lion Group Holding ,
2721,LGIH,LGI Homes ,
2722,LGMK,LogicMark ,
2723,LGND,Ligand Pharmaceuticals ,
2724,LGO,Largo ,
2725,LGRO,Level Four Large Cap Growth Active ,
2726,LGST,Semper Paratus Acquisition ,
2727,LGSTU,Semper Paratus Acquisition ,
2728,LGSTW,Semper Paratus Acquisition ,
2729,LGVC,LAMF Global Ventures,
2730,LGVCU,LAMF Global Ventures,
2731,LGVCW,LAMF Global Ventures,
2732,LGVN,Longeveron ,
2733,LGVNR,Longeveron ,
2734,LI,Li Auto ,
2735,LIAN,LianBio,
2736,LIBY,Liberty Resources Acquisition ,
2737,LIBYU,Liberty Resources Acquisition ,
2738,LIBYW,Liberty Resources Acquisition ,
2739,LICN,Lichen China ,
2740,LIDR,AEye ,
2741,LIDRW,AEye ,
2742,LIFE,aTyr Pharma ,
2743,LIFW,MSP Recovery ,
2744,LIFWW,MSP Recovery ,
2745,LIFWZ,MSP Recovery ,
2746,LILA,Liberty Latin America ,
2747,LILAK,Liberty Latin America ,
2748,LILM,Lilium N.V.,
2749,LILMW,Lilium N.V.,
2750,L,Loln Educational Services ,
2751,LIND,Lindblad Expeditions Holdings,
2752,LINK,Interlink Electronics ,
2753,LIPO,Lipella Pharmaceuticals ,
2754,LIQT,LiqTech International ,
2755,LITE,Lumentum Holdings ,
2756,LITM,Snow Lake Resources ,
2757,LITP,Sprott Lithium Miners ,
2758,LIVB,LIV Capital Acquisition,
2759,LIVBU,LIV Capital Acquisition,
2760,LIVBW,LIV Capital Acquisition,
2761,LIVE,Live Ventures ,
2762,LIVN,LivaNova PLC,
2763,LIXT,Lixte Biotechnology Holdings ,
2764,LIXTW,Lixte Biotechnology Holdings ,
2765,LIZI,LIZHI ,
2766,LKCO,Luokung Technology ,
2767,LKFN,Lakeland Financial ,
2768,LKQ,LKQ ,
2769,LLYVA,Liberty Media ,
2770,LLYVK,Liberty Media ,
2771,LMAT,LeMaitre Vascular ,
2772,LMB,Limbach Holdings ,
2773,LMBS,First Trust Low Duration Opportunities ,
2774,LMDX,LumiraDx ,
2775,LMDXW,LumiraDx ,
